loan_id,loan_amount,credit_rating,tenure_years,interest_rate,sector,borrower_income,ltv_ratio,dti_ratio,PD,LGD,EAD,Expected_Loss,risk_weighted_ead,downgrade_risk,watchlist_reason
3974,500000,AA,5,7.85,MSME,2146868,0.581,0.146,0.002,0.25,500000,250.0,629000.0,False,Performing
3975,1000000,AAA,7,7.74,Retail,1699833,0.457,0.144,0.001,0.2,1000000,200.0,1204000.0,False,Performing
3976,100000,AA,7,9.64,Real Estate,1276389,0.436,0.02,0.002,0.25,100000,50.0,125800.0,False,Performing
3977,1000000,AAA,5,7.55,Retail,635012,0.43,0.452,0.001,0.2,1000000,200.0,1204000.0,False,Performing
3978,100000,AA,5,9.36,Agri,2094622,0.489,0.142,0.002,0.25,100000,50.0,125800.0,False,Performing
3979,100000,BBB,7,13.5,Agri,505510,0.692,0.031,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
3980,1000000,BBB,7,13.39,Agri,1404540,0.784,0.235,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
3981,250000,AAA,1,8.5,Corporate,1546010,0.442,0.313,0.001,0.2,250000,50.0,301000.0,False,Performing
3982,500000,A,3,10.45,Retail,2107623,0.622,0.049,0.007,0.35,500000,1225.0,689000.0,False,Performing
3983,500000,BBB,7,12.54,Real Estate,758381,0.714,0.151,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
3984,1000000,AA,7,7.59,Corporate,823642,0.501,0.405,0.002,0.25,1000000,500.0,1258000.0,False,Performing
3985,1000000,A,5,10.77,Agri,1840735,0.661,0.22,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
3986,250000,AAA,3,7.8,MSME,1358522,0.588,0.284,0.001,0.2,250000,50.0,301000.0,False,Performing
3987,1000000,AA,7,8.9,Retail,442306,0.596,0.443,0.002,0.25,1000000,500.0,1258000.0,False,Performing
3988,250000,BBB,3,11.28,Agri,1270419,0.691,0.229,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
3989,500000,B,3,19.07,Real Estate,3210018,0.758,0.145,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
3990,1000000,B,5,20.43,Retail,1546480,0.816,0.205,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
3991,500000,B,5,18.45,Corporate,565604,0.765,0.206,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
3992,500000,A,3,10.44,Retail,1772726,0.583,0.23,0.007,0.35,500000,1225.0,689000.0,False,Performing
3993,1000000,AAA,5,7.55,MSME,2652458,0.49,0.142,0.001,0.2,1000000,200.0,1204000.0,False,Performing
3994,500000,A,5,10.0,MSME,496381,0.613,0.263,0.007,0.35,500000,1225.0,689000.0,False,Performing
3995,1000000,AA,2,9.23,MSME,1206172,0.648,0.446,0.002,0.25,1000000,500.0,1258000.0,False,Performing
3996,100000,AAA,3,8.12,Retail,3187377,0.453,0.121,0.001,0.2,100000,20.0,120400.0,False,Performing
3997,250000,AAA,5,8.56,Retail,619664,0.531,0.228,0.001,0.2,250000,50.0,301000.0,False,Performing
3998,1000000,BBB,10,12.02,MSME,1083915,0.658,0.19,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
3999,250000,A,7,9.85,Retail,1191610,0.557,0.123,0.007,0.35,250000,612.5,344500.0,False,Performing
4000,500000,AA,2,10.11,MSME,1119811,0.614,0.409,0.002,0.25,500000,250.0,629000.0,False,Performing
4001,1000000,BB,5,16.47,MSME,2665295,0.794,0.104,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4002,500000,A,7,10.75,Corporate,2742937,0.582,0.226,0.007,0.35,500000,1225.0,689000.0,False,Performing
4003,100000,BB,3,15.92,Corporate,1006917,0.51,0.075,0.063,0.55,100000,3465.0,180200.0,False,Performing
4004,100000,AA,5,9.39,Retail,789973,0.655,0.129,0.002,0.25,100000,50.0,125800.0,False,Performing
4005,250000,BBB,3,10.68,Retail,2667822,0.757,0.159,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4006,250000,AA,5,10.34,Real Estate,2233621,0.657,0.181,0.002,0.25,250000,125.0,314500.0,False,Performing
4007,100000,BBB,1,12.77,Real Estate,1262631,0.792,0.109,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4008,1000000,AA,3,8.18,Agri,2083432,0.566,0.278,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4009,250000,AA,3,8.34,Agri,2074536,0.532,0.119,0.002,0.25,250000,125.0,314500.0,False,Performing
4010,1000000,BBB,3,12.42,Corporate,767749,0.552,0.594,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4011,1000000,A,2,10.87,Real Estate,956564,0.641,0.601,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4012,250000,AA,3,9.28,MSME,1429666,0.529,0.071,0.002,0.25,250000,125.0,314500.0,False,Performing
4013,1000000,B,5,19.35,Real Estate,366572,0.762,0.674,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
4014,100000,AAA,1,9.08,Agri,1229631,0.391,0.19,0.001,0.2,100000,20.0,120400.0,False,Performing
4015,500000,BBB,3,12.71,Real Estate,805240,0.613,0.406,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4016,1000000,BBB,2,12.47,MSME,1408265,0.587,0.513,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4017,1000000,A,10,10.57,MSME,702531,0.709,0.208,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4018,250000,BBB,2,13.36,Retail,1635580,0.784,0.235,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4019,250000,AAA,5,8.23,MSME,1706649,0.441,0.144,0.001,0.2,250000,50.0,301000.0,False,Performing
4020,250000,BB,3,16.4,Real Estate,1131171,0.858,0.219,0.063,0.55,250000,8662.5,450500.0,False,Performing
4021,1000000,AA,3,8.56,Corporate,1870684,0.573,0.25,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4022,250000,AA,7,10.04,Retail,2009195,0.682,0.109,0.002,0.25,250000,125.0,314500.0,False,Performing
4023,500000,A,5,11.34,Corporate,1175999,0.678,0.228,0.007,0.35,500000,1225.0,689000.0,False,Performing
4024,250000,B,5,20.47,MSME,1148340,0.876,0.19,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
4025,250000,BB,2,16.79,MSME,809527,0.78,0.159,0.063,0.55,250000,8662.5,450500.0,False,Performing
4026,250000,B,3,22.13,MSME,753815,0.767,0.249,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
4027,250000,BBB,3,13.35,MSME,3188850,0.589,0.094,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4028,500000,BBB,3,12.79,Corporate,1133862,0.711,0.269,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4029,250000,BBB,10,12.47,Corporate,1266357,0.687,0.047,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4030,500000,B,3,20.14,Corporate,1075732,0.96,0.309,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
4031,500000,BBB,3,10.37,MSME,1581584,0.755,0.249,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4032,250000,A,1,11.31,Corporate,984721,0.562,0.323,0.007,0.35,250000,612.5,344500.0,False,Performing
4033,1000000,BBB,3,11.72,Retail,983370,0.688,0.469,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4034,500000,BBB,1,12.35,MSME,2195492,0.666,0.336,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4035,500000,AA,3,7.65,Corporate,601414,0.562,0.417,0.002,0.25,500000,250.0,629000.0,False,Performing
4036,100000,A,10,9.81,Corporate,1504580,0.525,0.047,0.007,0.35,100000,245.0,137800.0,False,Performing
4037,50000,A,5,10.55,Agri,838591,0.703,0.061,0.007,0.35,50000,122.5,68900.0,False,Performing
4038,1000000,BB,2,17.26,Retail,374219,0.728,0.75,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4039,1000000,A,3,12.06,Real Estate,1287904,0.682,0.366,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4040,250000,BB,5,18.15,Retail,614308,0.712,0.273,0.063,0.55,250000,8662.5,450500.0,False,Performing
4041,250000,A,1,10.85,MSME,622984,0.598,0.52,0.007,0.35,250000,612.5,344500.0,False,Performing
4042,250000,BB,7,16.67,Real Estate,5408002,0.807,0.164,0.063,0.55,250000,8662.5,450500.0,False,Performing
4043,500000,AA,5,9.5,Corporate,1951464,0.399,0.117,0.002,0.25,500000,250.0,629000.0,False,Performing
4044,100000,B,5,19.63,Real Estate,1562712,0.904,0.094,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
4045,1000000,BBB,5,12.34,Real Estate,1236221,0.813,0.238,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4046,50000,A,2,10.29,Retail,675366,0.746,0.137,0.007,0.35,50000,122.5,68900.0,False,Performing
4047,1000000,AA,1,9.21,Agri,1294575,0.509,0.75,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4048,50000,A,5,9.08,Agri,1098646,0.654,0.102,0.007,0.35,50000,122.5,68900.0,False,Performing
4049,250000,A,2,11.67,MSME,442208,0.594,0.378,0.007,0.35,250000,612.5,344500.0,False,Performing
4050,250000,BB,1,16.7,Retail,3391500,0.641,0.213,0.063,0.55,250000,8662.5,450500.0,False,Performing
4051,250000,B,10,20.68,Retail,1068141,0.832,0.108,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
4052,1000000,BBB,7,11.83,Real Estate,786568,0.578,0.253,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4053,500000,BBB,2,12.47,Agri,1369405,0.743,0.276,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4054,100000,A,7,10.35,Real Estate,606835,0.696,0.225,0.007,0.35,100000,245.0,137800.0,False,Performing
4055,1000000,BB,1,16.49,MSME,696535,0.863,0.75,0.063,0.55,1000000,34650.0,1802000.0,True,Weak rating with high leverage / repayment pressure
4056,250000,BB,7,16.47,Retail,2925518,0.801,0.217,0.063,0.55,250000,8662.5,450500.0,False,Performing
4057,50000,A,3,11.5,MSME,998663,0.597,0.062,0.007,0.35,50000,122.5,68900.0,False,Performing
4058,50000,B,5,20.24,MSME,1113215,0.81,0.138,0.152,0.65,50000,4940.0,112900.0,True,Weak rating with high leverage / repayment pressure
4059,500000,A,5,9.97,Retail,1433523,0.64,0.161,0.007,0.35,500000,1225.0,689000.0,False,Performing
4060,1000000,BB,2,18.36,Retail,1084752,0.877,0.555,0.063,0.55,1000000,34650.0,1802000.0,True,Weak rating with high leverage / repayment pressure
4061,50000,B,7,19.77,Retail,823124,0.943,0.042,0.152,0.65,50000,4940.0,112900.0,True,Weak rating with high leverage / repayment pressure
4062,500000,BB,2,15.73,Retail,4474515,0.753,0.231,0.063,0.55,500000,17325.0,901000.0,False,Performing
4063,250000,AA,10,7.5,Corporate,927168,0.644,0.056,0.002,0.25,250000,125.0,314500.0,False,Performing
4064,100000,BBB,2,13.04,MSME,759182,0.654,0.22,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4065,500000,AA,2,9.75,MSME,1894095,0.6,0.222,0.002,0.25,500000,250.0,629000.0,False,Performing
4066,1000000,BB,1,15.37,Corporate,569542,0.732,0.75,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4067,500000,A,3,11.37,Agri,2441020,0.65,0.131,0.007,0.35,500000,1225.0,689000.0,False,Performing
4068,100000,BBB,5,12.71,Corporate,1134643,0.629,0.13,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4069,50000,B,5,18.33,Corporate,1212421,0.711,0.1,0.152,0.65,50000,4940.0,112900.0,False,Performing
4070,500000,AA,7,9.37,Corporate,1691434,0.465,0.152,0.002,0.25,500000,250.0,629000.0,False,Performing
4071,500000,A,5,10.21,Corporate,1108674,0.677,0.101,0.007,0.35,500000,1225.0,689000.0,False,Performing
4072,250000,BBB,5,11.68,Corporate,2168526,0.606,0.03,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4073,100000,A,3,11.57,MSME,1967886,0.603,0.036,0.007,0.35,100000,245.0,137800.0,False,Performing
4074,1000000,AA,5,9.96,MSME,1922659,0.636,0.254,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4075,50000,AAA,7,7.5,MSME,623234,0.59,0.194,0.001,0.2,50000,10.0,60200.0,False,Performing
4076,500000,A,3,11.01,MSME,1102837,0.552,0.248,0.007,0.35,500000,1225.0,689000.0,False,Performing
4077,500000,BBB,3,12.97,Retail,1195297,0.503,0.287,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4078,250000,BBB,3,12.9,MSME,3493146,0.631,0.151,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4079,500000,AA,3,8.72,MSME,627534,0.581,0.434,0.002,0.25,500000,250.0,629000.0,False,Performing
4080,500000,BBB,5,12.83,MSME,880556,0.749,0.284,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4081,500000,A,2,11.56,MSME,2527987,0.536,0.147,0.007,0.35,500000,1225.0,689000.0,False,Performing
4082,1000000,A,7,10.95,Retail,783186,0.489,0.302,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4083,500000,BB,2,14.86,Retail,819441,0.687,0.458,0.063,0.55,500000,17325.0,901000.0,False,Performing
4084,50000,A,2,8.94,MSME,3564451,0.588,0.16,0.007,0.35,50000,122.5,68900.0,False,Performing
4085,250000,BBB,1,11.06,Corporate,1576325,0.862,0.307,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4086,500000,B,3,18.85,Retail,1850397,0.834,0.198,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
4087,250000,BBB,5,12.16,Retail,1938701,0.747,0.17,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4088,1000000,BBB,10,12.42,Retail,1364591,0.783,0.112,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4089,100000,AAA,3,8.2,MSME,1581716,0.464,0.062,0.001,0.2,100000,20.0,120400.0,False,Performing
4090,100000,AA,3,8.97,Retail,2383171,0.573,0.199,0.002,0.25,100000,50.0,125800.0,False,Performing
4091,250000,AA,5,9.12,MSME,871903,0.585,0.222,0.002,0.25,250000,125.0,314500.0,False,Performing
4092,1000000,BB,5,17.63,MSME,3280684,0.809,0.25,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4093,500000,BB,5,15.31,Agri,880349,0.75,0.216,0.063,0.55,500000,17325.0,901000.0,False,Performing
4094,500000,AA,3,9.12,Corporate,2579419,0.649,0.126,0.002,0.25,500000,250.0,629000.0,False,Performing
4095,250000,AA,5,9.28,Retail,1910941,0.653,0.127,0.002,0.25,250000,125.0,314500.0,False,Performing
4096,1000000,A,1,9.69,MSME,982786,0.607,0.75,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4097,1000000,BBB,3,13.61,Real Estate,1687788,0.756,0.266,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4098,250000,BBB,10,13.12,Retail,1372841,0.726,0.12,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4099,1000000,BBB,1,13.0,Agri,457907,0.908,0.75,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4100,1000000,B,3,18.1,MSME,1069801,0.897,0.426,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
4101,250000,A,3,11.42,Retail,654323,0.661,0.218,0.007,0.35,250000,612.5,344500.0,False,Performing
4102,250000,BBB,2,12.99,Retail,1711361,0.649,0.221,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4103,500000,BBB,10,13.38,Agri,1174520,0.612,0.129,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4104,250000,A,2,7.96,Agri,2245694,0.672,0.19,0.007,0.35,250000,612.5,344500.0,False,Performing
4105,1000000,B,5,19.91,Real Estate,751003,0.688,0.256,0.152,0.65,1000000,98800.0,2258000.0,False,Performing
4106,500000,AAA,7,7.5,Retail,707404,0.63,0.123,0.001,0.2,500000,100.0,602000.0,False,Performing
4107,100000,BB,1,17.96,Real Estate,642829,0.595,0.254,0.063,0.55,100000,3465.0,180200.0,False,Performing
4108,250000,BB,2,15.56,Retail,3872824,0.678,0.209,0.063,0.55,250000,8662.5,450500.0,False,Performing
4109,500000,B,3,21.42,MSME,6518239,0.905,0.127,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
4110,50000,BBB,2,13.45,Corporate,4070298,0.692,0.114,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
4111,250000,A,2,11.03,Agri,552574,0.645,0.349,0.007,0.35,250000,612.5,344500.0,False,Performing
4112,50000,BB,5,17.63,MSME,539937,0.705,0.108,0.063,0.55,50000,1732.5,90100.0,False,Performing
4113,1000000,BB,2,15.86,MSME,646978,0.75,0.75,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4114,100000,BBB,5,12.15,Retail,1997609,0.75,0.154,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4115,50000,BB,10,17.44,MSME,4075052,0.693,0.125,0.063,0.55,50000,1732.5,90100.0,False,Performing
4116,1000000,A,3,9.8,Retail,2281620,0.609,0.273,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4117,100000,BBB,3,12.03,Real Estate,1423507,0.695,0.078,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4118,500000,BB,1,16.23,Retail,701965,0.738,0.75,0.063,0.55,500000,17325.0,901000.0,False,Performing
4119,250000,A,1,9.69,Corporate,1143877,0.69,0.307,0.007,0.35,250000,612.5,344500.0,False,Performing
4120,1000000,BBB,3,14.39,Retail,1342260,0.732,0.43,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4121,100000,B,5,20.82,MSME,1877106,0.817,0.02,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
4122,100000,BB,2,16.01,Retail,898404,0.624,0.144,0.063,0.55,100000,3465.0,180200.0,False,Performing
4123,250000,BB,3,15.81,MSME,1514387,0.855,0.241,0.063,0.55,250000,8662.5,450500.0,False,Performing
4124,1000000,A,2,11.05,MSME,1583526,0.556,0.419,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4125,1000000,B,5,20.85,Corporate,1192413,0.96,0.155,0.152,0.65,1000000,98800.0,2258000.0,True,Weak rating with high leverage / repayment pressure
4126,250000,AA,3,9.49,Agri,1132930,0.497,0.136,0.002,0.25,250000,125.0,314500.0,False,Performing
4127,100000,BBB,5,11.99,Retail,1367663,0.715,0.139,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4128,100000,BBB,5,11.42,Corporate,1206021,0.746,0.198,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4129,250000,BB,3,16.42,Agri,762504,0.744,0.205,0.063,0.55,250000,8662.5,450500.0,False,Performing
4130,100000,B,5,20.27,Retail,1879120,0.85,0.175,0.152,0.65,100000,9880.0,225800.0,True,Weak rating with high leverage / repayment pressure
4131,1000000,BB,1,16.46,Real Estate,2991073,0.737,0.464,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4132,50000,BBB,5,13.9,Agri,1407211,0.846,0.097,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
4133,1000000,A,3,11.41,Real Estate,1314460,0.646,0.403,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4134,50000,BBB,5,13.16,MSME,1979864,0.686,0.163,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
4135,1000000,BBB,5,13.07,Corporate,1419654,0.715,0.237,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4136,250000,AAA,5,7.5,MSME,2906257,0.591,0.091,0.001,0.2,250000,50.0,301000.0,False,Performing
4137,50000,BBB,5,12.22,Corporate,1356117,0.726,0.037,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
4138,1000000,BB,2,15.86,Agri,1685895,0.775,0.427,0.063,0.55,1000000,34650.0,1802000.0,True,Weak rating with high leverage / repayment pressure
4139,250000,BB,5,16.83,Retail,3279658,0.645,0.096,0.063,0.55,250000,8662.5,450500.0,False,Performing
4140,1000000,BB,2,15.99,Real Estate,2503233,0.852,0.336,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4141,1000000,A,3,10.83,MSME,1232620,0.658,0.395,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4142,1000000,BBB,2,12.66,Retail,2387311,0.659,0.337,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4143,1000000,AAA,5,8.45,Corporate,807458,0.526,0.349,0.001,0.2,1000000,200.0,1204000.0,False,Performing
4144,250000,A,5,9.94,Real Estate,1201478,0.741,0.088,0.007,0.35,250000,612.5,344500.0,False,Performing
4145,250000,BBB,7,13.34,MSME,2067659,0.752,0.151,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4146,500000,A,5,10.05,Real Estate,3278480,0.787,0.182,0.007,0.35,500000,1225.0,689000.0,False,Performing
4147,250000,AAA,5,7.5,MSME,970091,0.57,0.278,0.001,0.2,250000,50.0,301000.0,False,Performing
4148,500000,BBB,7,12.92,Agri,1254958,0.541,0.137,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4149,250000,A,2,11.46,Corporate,1352383,0.731,0.15,0.007,0.35,250000,612.5,344500.0,False,Performing
4150,500000,A,5,10.24,Real Estate,1279709,0.491,0.13,0.007,0.35,500000,1225.0,689000.0,False,Performing
4151,250000,AA,3,7.5,Retail,703831,0.673,0.226,0.002,0.25,250000,125.0,314500.0,False,Performing
4152,50000,BBB,3,12.16,MSME,1704668,0.766,0.16,0.022,0.45,50000,494.99999999999994,76900.0,False,Performing
4153,1000000,A,10,10.51,Agri,644198,0.764,0.31,0.007,0.35,1000000,2450.0,1378000.0,False,Performing
4154,1000000,BBB,2,14.39,Retail,2466653,0.73,0.391,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4155,250000,BBB,10,13.29,MSME,2789407,0.718,0.138,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4156,100000,AAA,7,7.82,Real Estate,1035758,0.599,0.064,0.001,0.2,100000,20.0,120400.0,False,Performing
4157,500000,B,7,19.72,Corporate,538865,0.731,0.255,0.152,0.65,500000,49400.0,1129000.0,False,Performing
4158,250000,AAA,5,9.8,Real Estate,1472247,0.503,0.039,0.001,0.2,250000,50.0,301000.0,False,Performing
4159,500000,BBB,5,12.44,Corporate,943074,0.677,0.199,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4160,1000000,AA,3,9.05,Agri,1261822,0.531,0.353,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4161,250000,BBB,3,12.62,MSME,1344540,0.649,0.195,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4162,250000,A,7,11.03,Corporate,787065,0.643,0.177,0.007,0.35,250000,612.5,344500.0,False,Performing
4163,50000,BB,3,16.41,Real Estate,3141095,0.817,0.078,0.063,0.55,50000,1732.5,90100.0,False,Performing
4164,250000,A,5,11.18,Corporate,930738,0.749,0.128,0.007,0.35,250000,612.5,344500.0,False,Performing
4165,500000,BBB,10,13.7,Retail,2193484,0.672,0.136,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4166,100000,AA,3,9.68,MSME,850486,0.536,0.173,0.002,0.25,100000,50.0,125800.0,False,Performing
4167,1000000,AAA,7,8.07,MSME,1554347,0.35,0.239,0.001,0.2,1000000,200.0,1204000.0,False,Performing
4168,500000,A,3,9.25,Corporate,1752922,0.747,0.181,0.007,0.35,500000,1225.0,689000.0,False,Performing
4169,100000,BBB,1,12.77,MSME,1379353,0.586,0.18,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4170,500000,BBB,5,12.59,Real Estate,1100389,0.733,0.149,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4171,250000,B,5,19.7,Real Estate,845221,0.848,0.118,0.152,0.65,250000,24700.0,564500.0,True,Weak rating with high leverage / repayment pressure
4172,250000,BB,7,16.3,Retail,947794,0.839,0.051,0.063,0.55,250000,8662.5,450500.0,False,Performing
4173,500000,B,1,20.25,Corporate,760475,0.755,0.736,0.152,0.65,500000,49400.0,1129000.0,True,Weak rating with high leverage / repayment pressure
4174,100000,A,1,10.23,MSME,1637649,0.676,0.235,0.007,0.35,100000,245.0,137800.0,False,Performing
4175,100000,BB,7,15.33,Retail,3471025,0.89,0.185,0.063,0.55,100000,3465.0,180200.0,False,Performing
4176,100000,BBB,5,12.15,MSME,1570410,0.714,0.151,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4177,100000,BBB,5,14.4,MSME,1801289,0.625,0.171,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4178,500000,B,3,20.83,Real Estate,2107478,0.708,0.23,0.152,0.65,500000,49400.0,1129000.0,False,Performing
4179,1000000,BBB,10,12.15,MSME,981521,0.814,0.221,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4180,500000,BB,10,17.6,Retail,421390,0.725,0.107,0.063,0.55,500000,17325.0,901000.0,False,Performing
4181,1000000,BB,5,16.46,MSME,1202045,0.741,0.39,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4182,500000,AA,3,11.3,Real Estate,2339764,0.767,0.171,0.002,0.25,500000,250.0,629000.0,False,Performing
4183,250000,BBB,10,13.18,MSME,4091537,0.769,0.105,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4184,1000000,BBB,7,13.28,Retail,722109,0.787,0.381,0.022,0.45,1000000,9899.999999999998,1538000.0,False,Performing
4185,50000,B,5,20.95,Agri,2129016,0.956,0.123,0.152,0.65,50000,4940.0,112900.0,True,Weak rating with high leverage / repayment pressure
4186,100000,BB,5,17.76,Retail,1396140,0.635,0.25,0.063,0.55,100000,3465.0,180200.0,False,Performing
4187,1000000,AA,3,8.63,Retail,1137296,0.688,0.362,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4188,500000,AA,2,10.35,MSME,776856,0.699,0.484,0.002,0.25,500000,250.0,629000.0,False,Performing
4189,1000000,AAA,5,7.5,Corporate,1069085,0.464,0.285,0.001,0.2,1000000,200.0,1204000.0,False,Performing
4190,100000,BBB,5,12.85,Real Estate,1777926,0.755,0.126,0.022,0.45,100000,989.9999999999999,153800.0,False,Performing
4191,1000000,AAA,5,8.11,Retail,3048560,0.577,0.132,0.001,0.2,1000000,200.0,1204000.0,False,Performing
4192,250000,BB,7,17.64,Real Estate,300000,0.703,0.198,0.063,0.55,250000,8662.5,450500.0,False,Performing
4193,250000,BBB,5,12.36,Corporate,1716316,0.768,0.204,0.022,0.45,250000,2474.9999999999995,384500.0,False,Performing
4194,1000000,BB,7,18.26,Real Estate,860421,0.709,0.302,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4195,250000,A,3,11.97,Agri,1021828,0.837,0.213,0.007,0.35,250000,612.5,344500.0,False,Performing
4196,500000,BBB,10,13.19,Real Estate,1623392,0.708,0.059,0.022,0.45,500000,4949.999999999999,769000.0,False,Performing
4197,1000000,AA,2,8.18,Retail,4342315,0.61,0.145,0.002,0.25,1000000,500.0,1258000.0,False,Performing
4198,1000000,BB,2,17.35,Retail,791336,0.63,0.696,0.063,0.55,1000000,34650.0,1802000.0,False,Performing
4199,50000,AA,5,7.5,Agri,1348121,0.597,0.098,0.002,0.25,50000,25.0,62900.0,False,Performing
4200,100000,AA,2,9.47,Corporate,571434,0.663,0.192,0.002,0.25,100000,50.0,125800.0,False,Performing
